,loss,precision,recall,accuracy,top_5_categorical_accuracy,top_4_categorical_accuracy,top_3_categorical_accuracy,top_2_categorical_accuracy,top_1_categorical_accuracy,val_loss,val_precision,val_recall,val_accuracy,val_top_5_categorical_accuracy,val_top_4_categorical_accuracy,val_top_3_categorical_accuracy,val_top_2_categorical_accuracy,val_top_1_categorical_accuracy
52,1.0984245538711548,0.7277825474739075,0.4819999933242798,0.0,0.9551428556442261,0.9297142624855042,0.8931428790092468,0.8271428346633911,0.6105714440345764,0.7619007229804993,0.8093699812889099,0.6679999828338623,0.0,0.9879999756813049,0.9766666889190674,0.9599999785423279,0.9206666946411133,0.7586666941642761
53,1.063108205795288,0.7343946099281311,0.5008571147918701,0.0,0.9585714340209961,0.9382857084274292,0.8985714316368103,0.8377143144607544,0.6254285573959351,0.8022148609161377,0.8174787163734436,0.7046666741371155,6.666666740784422e-05,0.981333315372467,0.9700000286102295,0.9473333358764648,0.9113333225250244,0.7486666440963745
54,1.0497745275497437,0.745932400226593,0.5108571648597717,0.0,0.9585714340209961,0.9317142963409424,0.899142861366272,0.833142876625061,0.6334285736083984,1.6959933042526245,0.7855871915817261,0.5886666774749756,0.004000000189989805,0.9753333330154419,0.9599999785423279,0.9279999732971191,0.8893333077430725,0.7053333520889282
55,1.077841877937317,0.7377389669418335,0.5071428418159485,0.0,0.9520000219345093,0.9277142882347107,0.8939999938011169,0.8377143144607544,0.6282857060432434,1.4016735553741455,0.8172302842140198,0.6766666769981384,0.00013333333481568843,0.9786666631698608,0.9653333425521851,0.9300000071525574,0.9053333401679993,0.7540000081062317
56,1.0539884567260742,0.7481922507286072,0.5025714039802551,0.0,0.9537143111228943,0.9300000071525574,0.8925714492797852,0.8342857360839844,0.6328571438789368,1.2145884037017822,0.8009748458862305,0.6573333144187927,6.666666740784422e-05,0.9700000286102295,0.9426666498184204,0.9133333563804626,0.887333333492279,0.734666645526886
57,1.0631555318832397,0.7474989891052246,0.5337142944335938,0.0,0.9534285664558411,0.9257143139839172,0.8905714154243469,0.8305714130401611,0.6425714492797852,1.0161079168319702,0.8302828669548035,0.6653333306312561,0.0,0.9693333506584167,0.9580000042915344,0.9333333373069763,0.8933333158493042,0.7506666779518127
58,1.0301661491394043,0.7471579909324646,0.5445713996887207,0.0,0.9568571448326111,0.9345714449882507,0.9011428356170654,0.8451428413391113,0.6537142992019653,0.7788072824478149,0.8562975525856018,0.6753333210945129,0.0,0.9786666631698608,0.9613333344459534,0.9353333115577698,0.9020000100135803,0.7706666588783264
59,1.0027453899383545,0.7581413984298706,0.5454285740852356,0.0,0.9614285826683044,0.9408571720123291,0.9105714559555054,0.8434285521507263,0.657714307308197,0.7520252466201782,0.8196202516555786,0.690666675567627,0.0,0.9826666712760925,0.968666672706604,0.937333345413208,0.8966666460037231,0.7513333559036255
60,1.0162893533706665,0.7514886856079102,0.5408571362495422,0.0,0.9588571190834045,0.9371428489685059,0.9011428356170654,0.8394285440444946,0.6520000100135803,0.8079890012741089,0.8455821871757507,0.6826666593551636,0.0,0.9779999852180481,0.9626666903495789,0.9473333358764648,0.9100000262260437,0.7753333449363708
61,0.9922948479652405,0.7504888772964478,0.548285722732544,0.0,0.9625714421272278,0.9394285678863525,0.9071428775787354,0.8554285764694214,0.6531428694725037,0.8100859522819519,0.8493485450744629,0.6953333616256714,6.666666740784422e-05,0.9779999852180481,0.9646666646003723,0.9426666498184204,0.9120000004768372,0.781333327293396
62,0.9748991131782532,0.7590270042419434,0.5705714225769043,0.0,0.9608571529388428,0.9388571381568909,0.9082857370376587,0.8537142872810364,0.6691428422927856,1.10891854763031,0.8219761252403259,0.6433333158493042,0.00013333333481568843,0.9586666822433472,0.9380000233650208,0.9066666960716248,0.8713333606719971,0.7353333234786987
63,0.9340553879737854,0.7792502641677856,0.5879999995231628,0.0,0.9668571352958679,0.944857120513916,0.9125714302062988,0.8565714359283447,0.6842857003211975,1.2665493488311768,0.8217357397079468,0.7006666660308838,0.00019999999494757503,0.9679999947547913,0.9539999961853027,0.9306666851043701,0.8939999938011169,0.7620000243186951
64,0.9048288464546204,0.7818049788475037,0.6162857413291931,0.0,0.9657142758369446,0.9468571543693542,0.9162856936454773,0.8665714263916016,0.7005714178085327,3.120009183883667,0.6060337424278259,0.45533332228660583,0.0025333333760499954,0.8220000267028809,0.7786666750907898,0.7546666860580444,0.6826666593551636,0.5166666507720947
65,0.9173637628555298,0.7679597735404968,0.6108571290969849,0.0,0.9668571352958679,0.9488571286201477,0.9208571314811707,0.8677142858505249,0.6882857084274292,1.0273009538650513,0.818320631980896,0.7146666646003723,6.666666740784422e-05,0.9819999933242798,0.9620000123977661,0.9366666674613953,0.8960000276565552,0.765999972820282
66,0.8973076939582825,0.7735644578933716,0.6119999885559082,0.0,0.9662857055664062,0.9485714435577393,0.9179999828338623,0.8674286007881165,0.6968571543693542,1.1550886631011963,0.811377227306366,0.7226666808128357,0.0005333333392627537,0.9693333506584167,0.9486666917800903,0.9266666769981384,0.8859999775886536,0.7666666507720947
67,0.87708580493927,0.7812281847000122,0.6397143006324768,0.0,0.9694285988807678,0.9548571705818176,0.9265714287757874,0.8748571276664734,0.7134285569190979,1.014222264289856,0.8423423171043396,0.7480000257492065,0.0008666666690260172,0.9806666374206543,0.9693333506584167,0.9453333616256714,0.9179999828338623,0.800000011920929
68,0.8802730441093445,0.795741617679596,0.6299999952316284,0.0,0.9651428461074829,0.9480000138282776,0.918571412563324,0.8679999709129333,0.7134285569190979,1.0047625303268433,0.8528951406478882,0.7266666889190674,0.0009333333582617342,0.9646666646003723,0.9539999961853027,0.9333333373069763,0.8999999761581421,0.7853333353996277
69,0.8731182813644409,0.7898473739624023,0.6357142925262451,0.0,0.9722856879234314,0.9551428556442261,0.9242857098579407,0.871999979019165,0.7137143015861511,1.0974370241165161,0.8431817889213562,0.7419999837875366,0.0007999999797903001,0.9779999852180481,0.9660000205039978,0.9493333101272583,0.9146666526794434,0.7953333258628845
