,number_of_blocks,layers_per_block,neurons_per_block_layer,neurons_per_block_layer_decay,valid_block,blocks
1385,4,2,101,40,True,"[[2, 101, 40], [2, 101, 40], [2, 101, 40], [2, 101, 40]]"
1386,4,2,110,10,True,"[[2, 110, 10], [2, 110, 10], [2, 110, 10], [2, 110, 10]]"
1387,4,2,110,11,True,"[[2, 110, 11], [2, 110, 11], [2, 110, 11], [2, 110, 11]]"
1388,4,2,110,12,True,"[[2, 110, 12], [2, 110, 12], [2, 110, 12], [2, 110, 12]]"
1389,4,2,110,13,True,"[[2, 110, 13], [2, 110, 13], [2, 110, 13], [2, 110, 13]]"
1390,4,2,110,14,True,"[[2, 110, 14], [2, 110, 14], [2, 110, 14], [2, 110, 14]]"
1391,4,2,110,15,True,"[[2, 110, 15], [2, 110, 15], [2, 110, 15], [2, 110, 15]]"
1392,4,2,110,16,True,"[[2, 110, 16], [2, 110, 16], [2, 110, 16], [2, 110, 16]]"
1393,4,2,110,17,True,"[[2, 110, 17], [2, 110, 17], [2, 110, 17], [2, 110, 17]]"
1394,4,2,110,18,True,"[[2, 110, 18], [2, 110, 18], [2, 110, 18], [2, 110, 18]]"
1395,4,2,110,19,True,"[[2, 110, 19], [2, 110, 19], [2, 110, 19], [2, 110, 19]]"
1396,4,2,110,20,True,"[[2, 110, 20], [2, 110, 20], [2, 110, 20], [2, 110, 20]]"
1397,4,2,110,21,True,"[[2, 110, 21], [2, 110, 21], [2, 110, 21], [2, 110, 21]]"
1398,4,2,110,22,True,"[[2, 110, 22], [2, 110, 22], [2, 110, 22], [2, 110, 22]]"
1399,4,2,110,23,True,"[[2, 110, 23], [2, 110, 23], [2, 110, 23], [2, 110, 23]]"
1400,4,2,110,24,True,"[[2, 110, 24], [2, 110, 24], [2, 110, 24], [2, 110, 24]]"
1401,4,2,110,25,True,"[[2, 110, 25], [2, 110, 25], [2, 110, 25], [2, 110, 25]]"
1402,4,2,110,26,True,"[[2, 110, 26], [2, 110, 26], [2, 110, 26], [2, 110, 26]]"
1403,4,2,110,27,True,"[[2, 110, 27], [2, 110, 27], [2, 110, 27], [2, 110, 27]]"
1404,4,2,110,28,True,"[[2, 110, 28], [2, 110, 28], [2, 110, 28], [2, 110, 28]]"
1405,4,2,110,29,True,"[[2, 110, 29], [2, 110, 29], [2, 110, 29], [2, 110, 29]]"
1406,4,2,110,30,True,"[[2, 110, 30], [2, 110, 30], [2, 110, 30], [2, 110, 30]]"
1407,4,2,110,31,True,"[[2, 110, 31], [2, 110, 31], [2, 110, 31], [2, 110, 31]]"
1408,4,2,110,32,True,"[[2, 110, 32], [2, 110, 32], [2, 110, 32], [2, 110, 32]]"
1409,4,2,110,33,True,"[[2, 110, 33], [2, 110, 33], [2, 110, 33], [2, 110, 33]]"
1410,4,2,110,34,True,"[[2, 110, 34], [2, 110, 34], [2, 110, 34], [2, 110, 34]]"
1411,4,2,110,35,True,"[[2, 110, 35], [2, 110, 35], [2, 110, 35], [2, 110, 35]]"
1412,4,2,110,36,True,"[[2, 110, 36], [2, 110, 36], [2, 110, 36], [2, 110, 36]]"
1413,4,2,110,37,True,"[[2, 110, 37], [2, 110, 37], [2, 110, 37], [2, 110, 37]]"
1414,4,2,110,38,True,"[[2, 110, 38], [2, 110, 38], [2, 110, 38], [2, 110, 38]]"
1415,4,2,110,39,True,"[[2, 110, 39], [2, 110, 39], [2, 110, 39], [2, 110, 39]]"
1416,4,2,110,40,True,"[[2, 110, 40], [2, 110, 40], [2, 110, 40], [2, 110, 40]]"
1417,4,3,60,10,True,"[[3, 60, 10], [3, 60, 10], [3, 60, 10], [3, 60, 10]]"
1418,4,3,60,11,True,"[[3, 60, 11], [3, 60, 11], [3, 60, 11], [3, 60, 11]]"
1419,4,3,60,12,True,"[[3, 60, 12], [3, 60, 12], [3, 60, 12], [3, 60, 12]]"
1420,4,3,60,13,True,"[[3, 60, 13], [3, 60, 13], [3, 60, 13], [3, 60, 13]]"
1421,4,3,60,14,True,"[[3, 60, 14], [3, 60, 14], [3, 60, 14], [3, 60, 14]]"
1422,4,3,60,15,True,"[[3, 60, 15], [3, 60, 15], [3, 60, 15], [3, 60, 15]]"
1423,4,3,60,16,True,"[[3, 60, 16], [3, 60, 16], [3, 60, 16], [3, 60, 16]]"
1424,4,3,60,17,True,"[[3, 60, 17], [3, 60, 17], [3, 60, 17], [3, 60, 17]]"
1425,4,3,60,18,True,"[[3, 60, 18], [3, 60, 18], [3, 60, 18], [3, 60, 18]]"
1426,4,3,60,19,True,"[[3, 60, 19], [3, 60, 19], [3, 60, 19], [3, 60, 19]]"
1427,4,3,68,10,True,"[[3, 68, 10], [3, 68, 10], [3, 68, 10], [3, 68, 10]]"
1428,4,3,68,11,True,"[[3, 68, 11], [3, 68, 11], [3, 68, 11], [3, 68, 11]]"
1429,4,3,68,12,True,"[[3, 68, 12], [3, 68, 12], [3, 68, 12], [3, 68, 12]]"
1430,4,3,68,13,True,"[[3, 68, 13], [3, 68, 13], [3, 68, 13], [3, 68, 13]]"
1431,4,3,68,14,True,"[[3, 68, 14], [3, 68, 14], [3, 68, 14], [3, 68, 14]]"
1432,4,3,68,15,True,"[[3, 68, 15], [3, 68, 15], [3, 68, 15], [3, 68, 15]]"
1433,4,3,68,16,True,"[[3, 68, 16], [3, 68, 16], [3, 68, 16], [3, 68, 16]]"
1434,4,3,68,17,True,"[[3, 68, 17], [3, 68, 17], [3, 68, 17], [3, 68, 17]]"
1435,4,3,68,18,True,"[[3, 68, 18], [3, 68, 18], [3, 68, 18], [3, 68, 18]]"
1436,4,3,68,19,True,"[[3, 68, 19], [3, 68, 19], [3, 68, 19], [3, 68, 19]]"
1437,4,3,68,20,True,"[[3, 68, 20], [3, 68, 20], [3, 68, 20], [3, 68, 20]]"
1438,4,3,68,21,True,"[[3, 68, 21], [3, 68, 21], [3, 68, 21], [3, 68, 21]]"
1439,4,3,68,22,True,"[[3, 68, 22], [3, 68, 22], [3, 68, 22], [3, 68, 22]]"
1440,4,3,76,10,True,"[[3, 76, 10], [3, 76, 10], [3, 76, 10], [3, 76, 10]]"
1441,4,3,76,11,True,"[[3, 76, 11], [3, 76, 11], [3, 76, 11], [3, 76, 11]]"
1442,4,3,76,12,True,"[[3, 76, 12], [3, 76, 12], [3, 76, 12], [3, 76, 12]]"
1443,4,3,76,13,True,"[[3, 76, 13], [3, 76, 13], [3, 76, 13], [3, 76, 13]]"
1444,4,3,76,14,True,"[[3, 76, 14], [3, 76, 14], [3, 76, 14], [3, 76, 14]]"
1445,4,3,76,15,True,"[[3, 76, 15], [3, 76, 15], [3, 76, 15], [3, 76, 15]]"
1446,4,3,76,16,True,"[[3, 76, 16], [3, 76, 16], [3, 76, 16], [3, 76, 16]]"
1447,4,3,76,17,True,"[[3, 76, 17], [3, 76, 17], [3, 76, 17], [3, 76, 17]]"
1448,4,3,76,18,True,"[[3, 76, 18], [3, 76, 18], [3, 76, 18], [3, 76, 18]]"
1449,4,3,76,19,True,"[[3, 76, 19], [3, 76, 19], [3, 76, 19], [3, 76, 19]]"
1450,4,3,76,20,True,"[[3, 76, 20], [3, 76, 20], [3, 76, 20], [3, 76, 20]]"
1451,4,3,76,21,True,"[[3, 76, 21], [3, 76, 21], [3, 76, 21], [3, 76, 21]]"
1452,4,3,76,22,True,"[[3, 76, 22], [3, 76, 22], [3, 76, 22], [3, 76, 22]]"
1453,4,3,76,23,True,"[[3, 76, 23], [3, 76, 23], [3, 76, 23], [3, 76, 23]]"
1454,4,3,76,24,True,"[[3, 76, 24], [3, 76, 24], [3, 76, 24], [3, 76, 24]]"
1455,4,3,76,25,True,"[[3, 76, 25], [3, 76, 25], [3, 76, 25], [3, 76, 25]]"
1456,4,3,85,10,True,"[[3, 85, 10], [3, 85, 10], [3, 85, 10], [3, 85, 10]]"
1457,4,3,85,11,True,"[[3, 85, 11], [3, 85, 11], [3, 85, 11], [3, 85, 11]]"
1458,4,3,85,12,True,"[[3, 85, 12], [3, 85, 12], [3, 85, 12], [3, 85, 12]]"
1459,4,3,85,13,True,"[[3, 85, 13], [3, 85, 13], [3, 85, 13], [3, 85, 13]]"
1460,4,3,85,14,True,"[[3, 85, 14], [3, 85, 14], [3, 85, 14], [3, 85, 14]]"
1461,4,3,85,15,True,"[[3, 85, 15], [3, 85, 15], [3, 85, 15], [3, 85, 15]]"
1462,4,3,85,16,True,"[[3, 85, 16], [3, 85, 16], [3, 85, 16], [3, 85, 16]]"
1463,4,3,85,17,True,"[[3, 85, 17], [3, 85, 17], [3, 85, 17], [3, 85, 17]]"
1464,4,3,85,18,True,"[[3, 85, 18], [3, 85, 18], [3, 85, 18], [3, 85, 18]]"
1465,4,3,85,19,True,"[[3, 85, 19], [3, 85, 19], [3, 85, 19], [3, 85, 19]]"
1466,4,3,85,20,True,"[[3, 85, 20], [3, 85, 20], [3, 85, 20], [3, 85, 20]]"
1467,4,3,85,21,True,"[[3, 85, 21], [3, 85, 21], [3, 85, 21], [3, 85, 21]]"
1468,4,3,85,22,True,"[[3, 85, 22], [3, 85, 22], [3, 85, 22], [3, 85, 22]]"
1469,4,3,85,23,True,"[[3, 85, 23], [3, 85, 23], [3, 85, 23], [3, 85, 23]]"
1470,4,3,85,24,True,"[[3, 85, 24], [3, 85, 24], [3, 85, 24], [3, 85, 24]]"
1471,4,3,85,25,True,"[[3, 85, 25], [3, 85, 25], [3, 85, 25], [3, 85, 25]]"
1472,4,3,85,26,True,"[[3, 85, 26], [3, 85, 26], [3, 85, 26], [3, 85, 26]]"
1473,4,3,85,27,True,"[[3, 85, 27], [3, 85, 27], [3, 85, 27], [3, 85, 27]]"
1474,4,3,85,28,True,"[[3, 85, 28], [3, 85, 28], [3, 85, 28], [3, 85, 28]]"
1475,4,3,93,10,True,"[[3, 93, 10], [3, 93, 10], [3, 93, 10], [3, 93, 10]]"
1476,4,3,93,11,True,"[[3, 93, 11], [3, 93, 11], [3, 93, 11], [3, 93, 11]]"
1477,4,3,93,12,True,"[[3, 93, 12], [3, 93, 12], [3, 93, 12], [3, 93, 12]]"
1478,4,3,93,13,True,"[[3, 93, 13], [3, 93, 13], [3, 93, 13], [3, 93, 13]]"
1479,4,3,93,14,True,"[[3, 93, 14], [3, 93, 14], [3, 93, 14], [3, 93, 14]]"
1480,4,3,93,15,True,"[[3, 93, 15], [3, 93, 15], [3, 93, 15], [3, 93, 15]]"
1481,4,3,93,16,True,"[[3, 93, 16], [3, 93, 16], [3, 93, 16], [3, 93, 16]]"
1482,4,3,93,17,True,"[[3, 93, 17], [3, 93, 17], [3, 93, 17], [3, 93, 17]]"
1483,4,3,93,18,True,"[[3, 93, 18], [3, 93, 18], [3, 93, 18], [3, 93, 18]]"
1484,4,3,93,19,True,"[[3, 93, 19], [3, 93, 19], [3, 93, 19], [3, 93, 19]]"
1485,4,3,93,20,True,"[[3, 93, 20], [3, 93, 20], [3, 93, 20], [3, 93, 20]]"
1486,4,3,93,21,True,"[[3, 93, 21], [3, 93, 21], [3, 93, 21], [3, 93, 21]]"
1487,4,3,93,22,True,"[[3, 93, 22], [3, 93, 22], [3, 93, 22], [3, 93, 22]]"
1488,4,3,93,23,True,"[[3, 93, 23], [3, 93, 23], [3, 93, 23], [3, 93, 23]]"
1489,4,3,93,24,True,"[[3, 93, 24], [3, 93, 24], [3, 93, 24], [3, 93, 24]]"
1490,4,3,93,25,True,"[[3, 93, 25], [3, 93, 25], [3, 93, 25], [3, 93, 25]]"
1491,4,3,93,26,True,"[[3, 93, 26], [3, 93, 26], [3, 93, 26], [3, 93, 26]]"
1492,4,3,93,27,True,"[[3, 93, 27], [3, 93, 27], [3, 93, 27], [3, 93, 27]]"
1493,4,3,93,28,True,"[[3, 93, 28], [3, 93, 28], [3, 93, 28], [3, 93, 28]]"
1494,4,3,93,29,True,"[[3, 93, 29], [3, 93, 29], [3, 93, 29], [3, 93, 29]]"
1495,4,3,93,30,True,"[[3, 93, 30], [3, 93, 30], [3, 93, 30], [3, 93, 30]]"
1496,4,3,101,10,True,"[[3, 101, 10], [3, 101, 10], [3, 101, 10], [3, 101, 10]]"
1497,4,3,101,11,True,"[[3, 101, 11], [3, 101, 11], [3, 101, 11], [3, 101, 11]]"
1498,4,3,101,12,True,"[[3, 101, 12], [3, 101, 12], [3, 101, 12], [3, 101, 12]]"
1499,4,3,101,13,True,"[[3, 101, 13], [3, 101, 13], [3, 101, 13], [3, 101, 13]]"
1500,4,3,101,14,True,"[[3, 101, 14], [3, 101, 14], [3, 101, 14], [3, 101, 14]]"
1501,4,3,101,15,True,"[[3, 101, 15], [3, 101, 15], [3, 101, 15], [3, 101, 15]]"
1502,4,3,101,16,True,"[[3, 101, 16], [3, 101, 16], [3, 101, 16], [3, 101, 16]]"
1503,4,3,101,17,True,"[[3, 101, 17], [3, 101, 17], [3, 101, 17], [3, 101, 17]]"
1504,4,3,101,18,True,"[[3, 101, 18], [3, 101, 18], [3, 101, 18], [3, 101, 18]]"
1505,4,3,101,19,True,"[[3, 101, 19], [3, 101, 19], [3, 101, 19], [3, 101, 19]]"
1506,4,3,101,20,True,"[[3, 101, 20], [3, 101, 20], [3, 101, 20], [3, 101, 20]]"
1507,4,3,101,21,True,"[[3, 101, 21], [3, 101, 21], [3, 101, 21], [3, 101, 21]]"
1508,4,3,101,22,True,"[[3, 101, 22], [3, 101, 22], [3, 101, 22], [3, 101, 22]]"
1509,4,3,101,23,True,"[[3, 101, 23], [3, 101, 23], [3, 101, 23], [3, 101, 23]]"
1510,4,3,101,24,True,"[[3, 101, 24], [3, 101, 24], [3, 101, 24], [3, 101, 24]]"
1511,4,3,101,25,True,"[[3, 101, 25], [3, 101, 25], [3, 101, 25], [3, 101, 25]]"
1512,4,3,101,26,True,"[[3, 101, 26], [3, 101, 26], [3, 101, 26], [3, 101, 26]]"
1513,4,3,101,27,True,"[[3, 101, 27], [3, 101, 27], [3, 101, 27], [3, 101, 27]]"
1514,4,3,101,28,True,"[[3, 101, 28], [3, 101, 28], [3, 101, 28], [3, 101, 28]]"
1515,4,3,101,29,True,"[[3, 101, 29], [3, 101, 29], [3, 101, 29], [3, 101, 29]]"
1516,4,3,101,30,True,"[[3, 101, 30], [3, 101, 30], [3, 101, 30], [3, 101, 30]]"
1517,4,3,101,31,True,"[[3, 101, 31], [3, 101, 31], [3, 101, 31], [3, 101, 31]]"
1518,4,3,101,32,True,"[[3, 101, 32], [3, 101, 32], [3, 101, 32], [3, 101, 32]]"
1519,4,3,101,33,True,"[[3, 101, 33], [3, 101, 33], [3, 101, 33], [3, 101, 33]]"
1520,4,3,110,10,True,"[[3, 110, 10], [3, 110, 10], [3, 110, 10], [3, 110, 10]]"
1521,4,3,110,11,True,"[[3, 110, 11], [3, 110, 11], [3, 110, 11], [3, 110, 11]]"
1522,4,3,110,12,True,"[[3, 110, 12], [3, 110, 12], [3, 110, 12], [3, 110, 12]]"
1523,4,3,110,13,True,"[[3, 110, 13], [3, 110, 13], [3, 110, 13], [3, 110, 13]]"
1524,4,3,110,14,True,"[[3, 110, 14], [3, 110, 14], [3, 110, 14], [3, 110, 14]]"
1525,4,3,110,15,True,"[[3, 110, 15], [3, 110, 15], [3, 110, 15], [3, 110, 15]]"
1526,4,3,110,16,True,"[[3, 110, 16], [3, 110, 16], [3, 110, 16], [3, 110, 16]]"
1527,4,3,110,17,True,"[[3, 110, 17], [3, 110, 17], [3, 110, 17], [3, 110, 17]]"
1528,4,3,110,18,True,"[[3, 110, 18], [3, 110, 18], [3, 110, 18], [3, 110, 18]]"
1529,4,3,110,19,True,"[[3, 110, 19], [3, 110, 19], [3, 110, 19], [3, 110, 19]]"
1530,4,3,110,20,True,"[[3, 110, 20], [3, 110, 20], [3, 110, 20], [3, 110, 20]]"
1531,4,3,110,21,True,"[[3, 110, 21], [3, 110, 21], [3, 110, 21], [3, 110, 21]]"
1532,4,3,110,22,True,"[[3, 110, 22], [3, 110, 22], [3, 110, 22], [3, 110, 22]]"
1533,4,3,110,23,True,"[[3, 110, 23], [3, 110, 23], [3, 110, 23], [3, 110, 23]]"
1534,4,3,110,24,True,"[[3, 110, 24], [3, 110, 24], [3, 110, 24], [3, 110, 24]]"
1535,4,3,110,25,True,"[[3, 110, 25], [3, 110, 25], [3, 110, 25], [3, 110, 25]]"
1536,4,3,110,26,True,"[[3, 110, 26], [3, 110, 26], [3, 110, 26], [3, 110, 26]]"
1537,4,3,110,27,True,"[[3, 110, 27], [3, 110, 27], [3, 110, 27], [3, 110, 27]]"
1538,4,3,110,28,True,"[[3, 110, 28], [3, 110, 28], [3, 110, 28], [3, 110, 28]]"
1539,4,3,110,29,True,"[[3, 110, 29], [3, 110, 29], [3, 110, 29], [3, 110, 29]]"
1540,4,3,110,30,True,"[[3, 110, 30], [3, 110, 30], [3, 110, 30], [3, 110, 30]]"
1541,4,3,110,31,True,"[[3, 110, 31], [3, 110, 31], [3, 110, 31], [3, 110, 31]]"
1542,4,3,110,32,True,"[[3, 110, 32], [3, 110, 32], [3, 110, 32], [3, 110, 32]]"
1543,4,3,110,33,True,"[[3, 110, 33], [3, 110, 33], [3, 110, 33], [3, 110, 33]]"
1544,4,3,110,34,True,"[[3, 110, 34], [3, 110, 34], [3, 110, 34], [3, 110, 34]]"
1545,4,3,110,35,True,"[[3, 110, 35], [3, 110, 35], [3, 110, 35], [3, 110, 35]]"
1546,4,3,110,36,True,"[[3, 110, 36], [3, 110, 36], [3, 110, 36], [3, 110, 36]]"
1547,4,4,60,10,True,"[[4, 60, 10], [4, 60, 10], [4, 60, 10], [4, 60, 10]]"
1548,4,4,60,11,True,"[[4, 60, 11], [4, 60, 11], [4, 60, 11], [4, 60, 11]]"
1549,4,4,60,12,True,"[[4, 60, 12], [4, 60, 12], [4, 60, 12], [4, 60, 12]]"
1550,4,4,60,13,True,"[[4, 60, 13], [4, 60, 13], [4, 60, 13], [4, 60, 13]]"
1551,4,4,60,14,True,"[[4, 60, 14], [4, 60, 14], [4, 60, 14], [4, 60, 14]]"
1552,4,4,68,10,True,"[[4, 68, 10], [4, 68, 10], [4, 68, 10], [4, 68, 10]]"
1553,4,4,68,11,True,"[[4, 68, 11], [4, 68, 11], [4, 68, 11], [4, 68, 11]]"
1554,4,4,68,12,True,"[[4, 68, 12], [4, 68, 12], [4, 68, 12], [4, 68, 12]]"
1555,4,4,68,13,True,"[[4, 68, 13], [4, 68, 13], [4, 68, 13], [4, 68, 13]]"
1556,4,4,68,14,True,"[[4, 68, 14], [4, 68, 14], [4, 68, 14], [4, 68, 14]]"
1557,4,4,68,15,True,"[[4, 68, 15], [4, 68, 15], [4, 68, 15], [4, 68, 15]]"
1558,4,4,68,16,True,"[[4, 68, 16], [4, 68, 16], [4, 68, 16], [4, 68, 16]]"
1559,4,4,76,10,True,"[[4, 76, 10], [4, 76, 10], [4, 76, 10], [4, 76, 10]]"
1560,4,4,76,11,True,"[[4, 76, 11], [4, 76, 11], [4, 76, 11], [4, 76, 11]]"
1561,4,4,76,12,True,"[[4, 76, 12], [4, 76, 12], [4, 76, 12], [4, 76, 12]]"
1562,4,4,76,13,True,"[[4, 76, 13], [4, 76, 13], [4, 76, 13], [4, 76, 13]]"
1563,4,4,76,14,True,"[[4, 76, 14], [4, 76, 14], [4, 76, 14], [4, 76, 14]]"
1564,4,4,76,15,True,"[[4, 76, 15], [4, 76, 15], [4, 76, 15], [4, 76, 15]]"
1565,4,4,76,16,True,"[[4, 76, 16], [4, 76, 16], [4, 76, 16], [4, 76, 16]]"
1566,4,4,76,17,True,"[[4, 76, 17], [4, 76, 17], [4, 76, 17], [4, 76, 17]]"
1567,4,4,76,18,True,"[[4, 76, 18], [4, 76, 18], [4, 76, 18], [4, 76, 18]]"
1568,4,4,85,10,True,"[[4, 85, 10], [4, 85, 10], [4, 85, 10], [4, 85, 10]]"
1569,4,4,85,11,True,"[[4, 85, 11], [4, 85, 11], [4, 85, 11], [4, 85, 11]]"
1570,4,4,85,12,True,"[[4, 85, 12], [4, 85, 12], [4, 85, 12], [4, 85, 12]]"
1571,4,4,85,13,True,"[[4, 85, 13], [4, 85, 13], [4, 85, 13], [4, 85, 13]]"
1572,4,4,85,14,True,"[[4, 85, 14], [4, 85, 14], [4, 85, 14], [4, 85, 14]]"
1573,4,4,85,15,True,"[[4, 85, 15], [4, 85, 15], [4, 85, 15], [4, 85, 15]]"
1574,4,4,85,16,True,"[[4, 85, 16], [4, 85, 16], [4, 85, 16], [4, 85, 16]]"
1575,4,4,85,17,True,"[[4, 85, 17], [4, 85, 17], [4, 85, 17], [4, 85, 17]]"
1576,4,4,85,18,True,"[[4, 85, 18], [4, 85, 18], [4, 85, 18], [4, 85, 18]]"
1577,4,4,85,19,True,"[[4, 85, 19], [4, 85, 19], [4, 85, 19], [4, 85, 19]]"
1578,4,4,85,20,True,"[[4, 85, 20], [4, 85, 20], [4, 85, 20], [4, 85, 20]]"
1579,4,4,85,21,True,"[[4, 85, 21], [4, 85, 21], [4, 85, 21], [4, 85, 21]]"
1580,4,4,93,10,True,"[[4, 93, 10], [4, 93, 10], [4, 93, 10], [4, 93, 10]]"
1581,4,4,93,11,True,"[[4, 93, 11], [4, 93, 11], [4, 93, 11], [4, 93, 11]]"
1582,4,4,93,12,True,"[[4, 93, 12], [4, 93, 12], [4, 93, 12], [4, 93, 12]]"
1583,4,4,93,13,True,"[[4, 93, 13], [4, 93, 13], [4, 93, 13], [4, 93, 13]]"
1584,4,4,93,14,True,"[[4, 93, 14], [4, 93, 14], [4, 93, 14], [4, 93, 14]]"
1585,4,4,93,15,True,"[[4, 93, 15], [4, 93, 15], [4, 93, 15], [4, 93, 15]]"
1586,4,4,93,16,True,"[[4, 93, 16], [4, 93, 16], [4, 93, 16], [4, 93, 16]]"
1587,4,4,93,17,True,"[[4, 93, 17], [4, 93, 17], [4, 93, 17], [4, 93, 17]]"
1588,4,4,93,18,True,"[[4, 93, 18], [4, 93, 18], [4, 93, 18], [4, 93, 18]]"
1589,4,4,93,19,True,"[[4, 93, 19], [4, 93, 19], [4, 93, 19], [4, 93, 19]]"
1590,4,4,93,20,True,"[[4, 93, 20], [4, 93, 20], [4, 93, 20], [4, 93, 20]]"
1591,4,4,93,21,True,"[[4, 93, 21], [4, 93, 21], [4, 93, 21], [4, 93, 21]]"
1592,4,4,93,22,True,"[[4, 93, 22], [4, 93, 22], [4, 93, 22], [4, 93, 22]]"
1593,4,4,93,23,True,"[[4, 93, 23], [4, 93, 23], [4, 93, 23], [4, 93, 23]]"
1594,4,4,101,10,True,"[[4, 101, 10], [4, 101, 10], [4, 101, 10], [4, 101, 10]]"
1595,4,4,101,11,True,"[[4, 101, 11], [4, 101, 11], [4, 101, 11], [4, 101, 11]]"
1596,4,4,101,12,True,"[[4, 101, 12], [4, 101, 12], [4, 101, 12], [4, 101, 12]]"
1597,4,4,101,13,True,"[[4, 101, 13], [4, 101, 13], [4, 101, 13], [4, 101, 13]]"
1598,4,4,101,14,True,"[[4, 101, 14], [4, 101, 14], [4, 101, 14], [4, 101, 14]]"
1599,4,4,101,15,True,"[[4, 101, 15], [4, 101, 15], [4, 101, 15], [4, 101, 15]]"
1600,4,4,101,16,True,"[[4, 101, 16], [4, 101, 16], [4, 101, 16], [4, 101, 16]]"
1601,4,4,101,17,True,"[[4, 101, 17], [4, 101, 17], [4, 101, 17], [4, 101, 17]]"
1602,4,4,101,18,True,"[[4, 101, 18], [4, 101, 18], [4, 101, 18], [4, 101, 18]]"
1603,4,4,101,19,True,"[[4, 101, 19], [4, 101, 19], [4, 101, 19], [4, 101, 19]]"
1604,4,4,101,20,True,"[[4, 101, 20], [4, 101, 20], [4, 101, 20], [4, 101, 20]]"
1605,4,4,101,21,True,"[[4, 101, 21], [4, 101, 21], [4, 101, 21], [4, 101, 21]]"
1606,4,4,101,22,True,"[[4, 101, 22], [4, 101, 22], [4, 101, 22], [4, 101, 22]]"
1607,4,4,101,23,True,"[[4, 101, 23], [4, 101, 23], [4, 101, 23], [4, 101, 23]]"
1608,4,4,101,24,True,"[[4, 101, 24], [4, 101, 24], [4, 101, 24], [4, 101, 24]]"
1609,4,4,101,25,True,"[[4, 101, 25], [4, 101, 25], [4, 101, 25], [4, 101, 25]]"
1610,4,4,110,10,True,"[[4, 110, 10], [4, 110, 10], [4, 110, 10], [4, 110, 10]]"
1611,4,4,110,11,True,"[[4, 110, 11], [4, 110, 11], [4, 110, 11], [4, 110, 11]]"
1612,4,4,110,12,True,"[[4, 110, 12], [4, 110, 12], [4, 110, 12], [4, 110, 12]]"
1613,4,4,110,13,True,"[[4, 110, 13], [4, 110, 13], [4, 110, 13], [4, 110, 13]]"
1614,4,4,110,14,True,"[[4, 110, 14], [4, 110, 14], [4, 110, 14], [4, 110, 14]]"
1615,4,4,110,15,True,"[[4, 110, 15], [4, 110, 15], [4, 110, 15], [4, 110, 15]]"
1616,4,4,110,16,True,"[[4, 110, 16], [4, 110, 16], [4, 110, 16], [4, 110, 16]]"
1617,4,4,110,17,True,"[[4, 110, 17], [4, 110, 17], [4, 110, 17], [4, 110, 17]]"
1618,4,4,110,18,True,"[[4, 110, 18], [4, 110, 18], [4, 110, 18], [4, 110, 18]]"
1619,4,4,110,19,True,"[[4, 110, 19], [4, 110, 19], [4, 110, 19], [4, 110, 19]]"
1620,4,4,110,20,True,"[[4, 110, 20], [4, 110, 20], [4, 110, 20], [4, 110, 20]]"
1621,4,4,110,21,True,"[[4, 110, 21], [4, 110, 21], [4, 110, 21], [4, 110, 21]]"
1622,4,4,110,22,True,"[[4, 110, 22], [4, 110, 22], [4, 110, 22], [4, 110, 22]]"
1623,4,4,110,23,True,"[[4, 110, 23], [4, 110, 23], [4, 110, 23], [4, 110, 23]]"
1624,4,4,110,24,True,"[[4, 110, 24], [4, 110, 24], [4, 110, 24], [4, 110, 24]]"
1625,4,4,110,25,True,"[[4, 110, 25], [4, 110, 25], [4, 110, 25], [4, 110, 25]]"
1626,4,4,110,26,True,"[[4, 110, 26], [4, 110, 26], [4, 110, 26], [4, 110, 26]]"
1627,4,4,110,27,True,"[[4, 110, 27], [4, 110, 27], [4, 110, 27], [4, 110, 27]]"
1628,5,2,60,10,True,"[[2, 60, 10], [2, 60, 10], [2, 60, 10], [2, 60, 10], [2, 60, 10]]"
1629,5,2,60,11,True,"[[2, 60, 11], [2, 60, 11], [2, 60, 11], [2, 60, 11], [2, 60, 11]]"
1630,5,2,60,12,True,"[[2, 60, 12], [2, 60, 12], [2, 60, 12], [2, 60, 12], [2, 60, 12]]"
1631,5,2,60,13,True,"[[2, 60, 13], [2, 60, 13], [2, 60, 13], [2, 60, 13], [2, 60, 13]]"
1632,5,2,60,14,True,"[[2, 60, 14], [2, 60, 14], [2, 60, 14], [2, 60, 14], [2, 60, 14]]"
1633,5,2,60,15,True,"[[2, 60, 15], [2, 60, 15], [2, 60, 15], [2, 60, 15], [2, 60, 15]]"
1634,5,2,60,16,True,"[[2, 60, 16], [2, 60, 16], [2, 60, 16], [2, 60, 16], [2, 60, 16]]"
1635,5,2,60,17,True,"[[2, 60, 17], [2, 60, 17], [2, 60, 17], [2, 60, 17], [2, 60, 17]]"
1636,5,2,60,18,True,"[[2, 60, 18], [2, 60, 18], [2, 60, 18], [2, 60, 18], [2, 60, 18]]"
1637,5,2,60,19,True,"[[2, 60, 19], [2, 60, 19], [2, 60, 19], [2, 60, 19], [2, 60, 19]]"
1638,5,2,60,20,True,"[[2, 60, 20], [2, 60, 20], [2, 60, 20], [2, 60, 20], [2, 60, 20]]"
1639,5,2,60,21,True,"[[2, 60, 21], [2, 60, 21], [2, 60, 21], [2, 60, 21], [2, 60, 21]]"
1640,5,2,60,22,True,"[[2, 60, 22], [2, 60, 22], [2, 60, 22], [2, 60, 22], [2, 60, 22]]"
