,number_of_blocks,layers_per_block,neurons_per_block_layer,neurons_per_block_layer_decay,valid_block,blocks
353,3,6,7,0,True,"[[6, 7, 0], [6, 7, 0], [6, 7, 0]]"
354,3,6,7,1,True,"[[6, 7, 1], [6, 7, 1], [6, 7, 1]]"
355,3,6,11,0,True,"[[6, 11, 0], [6, 11, 0], [6, 11, 0]]"
356,3,6,11,1,True,"[[6, 11, 1], [6, 11, 1], [6, 11, 1]]"
357,3,6,14,0,True,"[[6, 14, 0], [6, 14, 0], [6, 14, 0]]"
358,3,6,14,1,True,"[[6, 14, 1], [6, 14, 1], [6, 14, 1]]"
359,3,6,14,2,True,"[[6, 14, 2], [6, 14, 2], [6, 14, 2]]"
360,3,6,18,0,True,"[[6, 18, 0], [6, 18, 0], [6, 18, 0]]"
361,3,6,18,1,True,"[[6, 18, 1], [6, 18, 1], [6, 18, 1]]"
362,3,6,18,2,True,"[[6, 18, 2], [6, 18, 2], [6, 18, 2]]"
363,3,6,21,0,True,"[[6, 21, 0], [6, 21, 0], [6, 21, 0]]"
364,3,6,21,1,True,"[[6, 21, 1], [6, 21, 1], [6, 21, 1]]"
365,3,6,21,2,True,"[[6, 21, 2], [6, 21, 2], [6, 21, 2]]"
366,3,6,21,3,True,"[[6, 21, 3], [6, 21, 3], [6, 21, 3]]"
367,3,6,25,0,True,"[[6, 25, 0], [6, 25, 0], [6, 25, 0]]"
368,3,6,25,1,True,"[[6, 25, 1], [6, 25, 1], [6, 25, 1]]"
369,3,6,25,2,True,"[[6, 25, 2], [6, 25, 2], [6, 25, 2]]"
370,3,6,25,3,True,"[[6, 25, 3], [6, 25, 3], [6, 25, 3]]"
371,3,6,25,4,True,"[[6, 25, 4], [6, 25, 4], [6, 25, 4]]"
372,3,7,4,0,True,"[[7, 4, 0], [7, 4, 0], [7, 4, 0]]"
373,3,7,7,0,True,"[[7, 7, 0], [7, 7, 0], [7, 7, 0]]"
374,3,7,11,0,True,"[[7, 11, 0], [7, 11, 0], [7, 11, 0]]"
375,3,7,11,1,True,"[[7, 11, 1], [7, 11, 1], [7, 11, 1]]"
376,3,7,14,0,True,"[[7, 14, 0], [7, 14, 0], [7, 14, 0]]"
377,3,7,14,1,True,"[[7, 14, 1], [7, 14, 1], [7, 14, 1]]"
378,3,7,18,0,True,"[[7, 18, 0], [7, 18, 0], [7, 18, 0]]"
379,3,7,18,1,True,"[[7, 18, 1], [7, 18, 1], [7, 18, 1]]"
380,3,7,18,2,True,"[[7, 18, 2], [7, 18, 2], [7, 18, 2]]"
381,3,7,21,0,True,"[[7, 21, 0], [7, 21, 0], [7, 21, 0]]"
382,3,7,21,1,True,"[[7, 21, 1], [7, 21, 1], [7, 21, 1]]"
383,3,7,21,2,True,"[[7, 21, 2], [7, 21, 2], [7, 21, 2]]"
384,3,7,25,0,True,"[[7, 25, 0], [7, 25, 0], [7, 25, 0]]"
385,3,7,25,1,True,"[[7, 25, 1], [7, 25, 1], [7, 25, 1]]"
386,3,7,25,2,True,"[[7, 25, 2], [7, 25, 2], [7, 25, 2]]"
387,3,7,25,3,True,"[[7, 25, 3], [7, 25, 3], [7, 25, 3]]"
