,loss,precision,recall,accuracy,val_loss,val_precision,val_recall,val_accuracy
0,2.7089779376983643,0.08163265138864517,0.00342857139185071,0.0,2.319331169128418,0.0,0.0,0.0
1,2.497030735015869,0.18518517911434174,0.0014285714132711291,0.0,2.3256804943084717,0.0,0.0,0.0
2,2.408295154571533,0.4000000059604645,0.0005714285653084517,0.0,2.3658792972564697,0.0,0.0,0.0
3,2.3383686542510986,0.25,0.0005714285653084517,0.0,6.659042835235596,0.25192803144454956,0.06533333659172058,0.0004666666791308671
4,2.2868549823760986,0.4000000059604645,0.001714285695925355,0.0,4.1004109382629395,0.17676767706871033,0.046666666865348816,0.0
5,2.2705419063568115,0.7209302186965942,0.008857143111526966,0.0,8.407304763793945,0.18518517911434174,0.07666666805744171,0.0032666667830199003
6,2.1935553550720215,0.6944444179534912,0.02142857201397419,0.0,5.398526191711426,0.07118643820285797,0.02800000086426735,0.0
7,2.274158239364624,0.4035087823867798,0.006571428384631872,0.0,8.805076599121094,0.15761590003967285,0.0793333351612091,0.0009333333582617342
8,2.1586148738861084,0.5,0.003142857225611806,0.0,6.780032634735107,0.16524216532707214,0.07733333110809326,0.0026000000070780516
9,2.1061408519744873,0.539130449295044,0.017714286223053932,0.0,3.471359968185425,0.19392523169517517,0.05533333495259285,0.0006000000284984708
10,2.06038498878479,0.5194805264472961,0.011428571306169033,0.0,2.6444478034973145,0.3103448152542114,0.05999999865889549,0.00013333333481568843
11,1.9855231046676636,0.6516854166984558,0.03314285725355148,0.0,2.3032548427581787,0.1147540956735611,0.009333333000540733,0.0
12,1.9479871988296509,0.5481927990913391,0.026000000536441803,0.0,2.045419931411743,0.457446813583374,0.0860000029206276,0.0
13,1.904765009880066,0.5893719792366028,0.034857142716646194,0.0,1.9377785921096802,0.47999998927116394,0.09600000083446503,0.0
14,1.74147367477417,0.6404109597206116,0.05342857167124748,0.0,1.8189723491668701,0.4255874752998352,0.10866666585206985,0.0
15,1.618837833404541,0.60597825050354,0.06371428817510605,0.0,1.7385097742080688,0.5291576385498047,0.16333332657814026,0.0
16,1.5683364868164062,0.6257928013801575,0.08457142859697342,0.0,1.4377968311309814,0.6055684685707092,0.17399999499320984,0.0
17,1.5091277360916138,0.6334894895553589,0.15457142889499664,0.0,1.4202625751495361,0.6489563584327698,0.2280000001192093,0.0
18,1.391406774520874,0.6907123327255249,0.21885713934898376,0.0,1.2564890384674072,0.636496365070343,0.2906666696071625,0.0
19,1.3485264778137207,0.6630508303642273,0.2794285714626312,0.0,1.3618098497390747,0.5948158502578735,0.2906666696071625,0.0
20,1.305071473121643,0.6862996220588684,0.30628570914268494,0.0,1.1634125709533691,0.6716247200965881,0.39133334159851074,0.0
21,1.2294657230377197,0.7100456357002258,0.3554285764694214,0.0,1.1092214584350586,0.6799163222312927,0.4333333373069763,0.0
22,1.1716545820236206,0.7485126852989197,0.3954285681247711,0.0,0.9787395596504211,0.7340530157089233,0.4986666738986969,0.0
23,1.107993483543396,0.748913586139679,0.4431428611278534,0.0,0.934946596622467,0.7863414883613586,0.5373333096504211,0.0
24,1.0496470928192139,0.7597740888595581,0.49971428513526917,0.0,0.9490047097206116,0.744907021522522,0.5606666803359985,0.0
25,1.0371520519256592,0.7525641322135925,0.5031428337097168,0.0,0.8301759958267212,0.7956709861755371,0.612666666507721,0.0
26,0.9893500208854675,0.7591001987457275,0.5302857160568237,0.0,0.8194292783737183,0.7796024084091187,0.6013333201408386,0.0
27,0.9300037622451782,0.7754303812980652,0.5662857294082642,0.0,0.7051328420639038,0.8271213173866272,0.6953333616256714,0.0
28,0.9042554497718811,0.7863602042198181,0.5962857007980347,0.0,0.8017482161521912,0.7757154107093811,0.668666660785675,0.0
29,0.8930178284645081,0.7742162942886353,0.628000020980835,0.0,2.3150715827941895,0.5458633303642273,0.4046666622161865,0.0
30,0.8248093128204346,0.8022695779800415,0.6665714383125305,0.0,0.6268529891967773,0.8494860529899597,0.7713333368301392,0.0
31,0.7733259201049805,0.8086378574371338,0.6954285502433777,0.0,0.8987034559249878,0.7386785745620728,0.6633333563804626,0.0
32,0.7739876508712769,0.8196065425872803,0.7022857069969177,0.0,0.7060326933860779,0.8497723937034607,0.746666669845581,0.0
33,0.7239782810211182,0.8211513757705688,0.725428581237793,0.0,0.6695929765701294,0.8045976758003235,0.746666669845581,0.0
34,0.7126202583312988,0.8114832639694214,0.7268571257591248,0.0,0.6965343356132507,0.8124098181724548,0.7506666779518127,0.0
35,0.6662759780883789,0.8374213576316833,0.7608571648597717,0.0,0.5790160298347473,0.8779110908508301,0.8293333053588867,0.0
36,0.6693085432052612,0.8473818898200989,0.7582857012748718,0.0,0.6619441509246826,0.8713968992233276,0.7860000133514404,0.0
37,0.6271395683288574,0.8469197154045105,0.7777143120765686,0.0,0.6302518844604492,0.8562322854995728,0.8059999942779541,0.0
38,0.6520532965660095,0.845211923122406,0.7691428661346436,0.0,0.6108065843582153,0.8881431818008423,0.7940000295639038,0.0
39,0.5814194083213806,0.8671899437904358,0.7891428470611572,0.0,0.5378591418266296,0.8735632300376892,0.8106666803359985,0.0
40,0.5603008270263672,0.8643122911453247,0.7971428632736206,0.0,0.5307779908180237,0.8770668506622314,0.8133333325386047,0.0
41,0.5255265831947327,0.8788620233535767,0.8208571672439575,0.0,0.6049278378486633,0.8563092350959778,0.7826666831970215,0.0
42,0.5020798444747925,0.8813455700874329,0.8234285712242126,0.0,0.515978991985321,0.8859586715698242,0.8286666870117188,0.0
43,0.5112906694412231,0.8823529481887817,0.8271428346633911,0.0,0.4931195080280304,0.8862828612327576,0.831333339214325,0.0
44,0.47852709889411926,0.8900730609893799,0.8351428508758545,0.0,0.45368775725364685,0.9029475450515747,0.8373333215713501,0.0
45,0.4625534415245056,0.8878166675567627,0.8411428332328796,0.0,0.59212726354599,0.8618233799934387,0.8066666722297668,0.00013333333481568843
46,0.4225615859031677,0.900567352771759,0.8617143034934998,0.0,0.5069934725761414,0.8423610925674438,0.8086666464805603,0.0
47,0.434122234582901,0.9013747572898865,0.8617143034934998,0.0,0.5557239055633545,0.8676056265830994,0.8213333487510681,0.0
48,0.4062364399433136,0.9092814326286316,0.8677142858505249,0.0,0.515386164188385,0.8777078986167908,0.8373333215713501,0.0
